Customer ID,Sales,Customer Segment
CUST005868,36858.45,Medium Value
CUST005869,28102.33,Medium Value
CUST005870,22788.54,Medium Value
CUST005871,47842.97,High Value
CUST005872,46266.52,High Value
CUST005873,28666.92,Medium Value
CUST005874,45546.49,High Value
CUST005875,40531.8,High Value
CUST005876,28619.08,Medium Value
CUST005877,48884.1,High Value
CUST005878,35989.48,Medium Value
CUST005879,12325.42,Low Value
CUST005880,17212.09,Low Value
CUST005881,971.57,Low Value
CUST005882,23693.9,Medium Value
CUST005883,44732.93,High Value
CUST005884,48665.04,High Value
CUST005885,11202.48,Low Value
CUST005886,3021.34,Low Value
CUST005887,2469.31,Low Value
CUST005888,4523.13,Low Value
CUST005889,5531.25,Low Value
CUST005890,7154.29,Low Value
CUST005891,7119.3,Low Value
CUST005892,6644.69,Low Value
CUST005893,14660.99,Low Value
CUST005894,4260.77,Low Value
CUST005895,23628.14,Medium Value
CUST005896,20569.53,Medium Value
CUST005897,48693.18,High Value
CUST005898,9805.6,Low Value
CUST005899,47864.0,High Value
CUST005900,22686.65,Medium Value
CUST005901,31173.18,Medium Value
CUST005902,29291.6,Medium Value
CUST005903,6277.08,Low Value
CUST005904,47118.55,High Value
CUST005905,35753.68,Medium Value
CUST005906,27806.07,Medium Value
CUST005907,2894.46,Low Value
CUST005908,37605.67,Medium Value
CUST005909,24869.65,Medium Value
CUST005910,37928.21,Medium Value
CUST005911,32996.59,Medium Value
CUST005912,8909.01,Low Value
CUST005913,39708.03,Medium Value
CUST005914,23668.82,Medium Value
CUST005915,43008.75,High Value
CUST005916,38238.18,Medium Value
CUST005917,1101.78,Low Value
CUST005918,25224.51,Medium Value
CUST005919,41166.83,High Value
CUST005920,7156.73,Low Value
CUST005921,42335.07,High Value
CUST005922,4034.28,Low Value
CUST005923,48547.5,High Value
CUST005924,14227.18,Low Value
CUST005925,34344.13,Medium Value
CUST005926,5255.47,Low Value
CUST005927,10694.92,Low Value
CUST005928,2247.67,Low Value
CUST005929,19530.24,Low Value
CUST005930,4933.57,Low Value
CUST005931,45201.1,High Value
CUST005932,34736.92,Medium Value
CUST005933,19766.45,Low Value
CUST005934,35088.89,Medium Value
CUST005935,4370.53,Low Value
CUST005936,30539.56,Medium Value
CUST005937,49713.52,High Value
CUST005938,18291.36,Low Value
CUST005939,6310.11,Low Value
CUST005940,21003.05,Medium Value
CUST005941,32067.36,Medium Value
CUST005942,21419.25,Medium Value
CUST005943,13374.41,Low Value
CUST005944,46952.75,High Value
CUST005945,46471.78,High Value
CUST005946,43769.86,High Value
CUST005947,4052.46,Low Value
CUST005948,25385.08,Medium Value
CUST005949,46576.4,High Value
CUST005950,14711.67,Low Value
CUST005951,9385.74,Low Value
CUST005952,440.48,Low Value
CUST005953,41721.37,High Value
CUST005954,23310.09,Medium Value
CUST005955,4064.53,Low Value
CUST005956,986.24,Low Value
CUST005957,9113.7,Low Value
CUST005958,23933.54,Medium Value
CUST005959,12463.75,Low Value
CUST005960,7829.84,Low Value
CUST005961,6180.71,Low Value
CUST005962,17922.76,Low Value
CUST005963,20765.53,Medium Value
CUST005964,2703.88,Low Value
CUST005965,31243.06,Medium Value
CUST005966,13264.27,Low Value
CUST005967,7599.43,Low Value
CUST005968,16440.82,Low Value
CUST005969,21494.17,Medium Value
CUST005970,8288.66,Low Value
CUST005971,31882.9,Medium Value
CUST005972,18764.77,Low Value
CUST005973,786.23,Low Value
CUST005974,10009.23,Low Value
CUST005975,35651.11,Medium Value
CUST005976,34514.84,Medium Value
CUST005977,9927.9,Low Value
CUST005978,12802.04,Low Value
CUST005979,7847.35,Low Value
CUST005980,9651.88,Low Value
CUST005981,22339.47,Medium Value
CUST005982,36369.77,Medium Value
CUST005983,37827.52,Medium Value
CUST005984,6013.94,Low Value
CUST005985,18993.02,Low Value
CUST005986,27718.69,Medium Value
CUST005987,38890.13,Medium Value
CUST005988,26683.87,Medium Value
CUST005989,40208.84,High Value
CUST005990,8255.44,Low Value
CUST005991,4040.37,Low Value
CUST005992,25942.42,Medium Value
CUST005993,14004.49,Low Value
CUST005994,23102.53,Medium Value
CUST005995,31428.83,Medium Value
CUST005996,32234.23,Medium Value
CUST005997,19730.78,Low Value
CUST005998,21086.7,Medium Value
CUST005999,25810.19,Medium Value
CUST006000,17648.91,Low Value
CUST006001,37409.23,Medium Value
CUST006002,46115.71,High Value
CUST006003,25815.14,Medium Value
CUST006004,24011.31,Medium Value
CUST006005,48429.69,High Value
CUST006006,33577.11,Medium Value
CUST006007,36860.69,Medium Value
CUST006008,34437.78,Medium Value
CUST006009,44589.23,High Value
CUST006010,46496.42,High Value
CUST006011,25422.68,Medium Value
CUST006012,25729.84,Medium Value
CUST006013,46385.85,High Value
CUST006014,26524.21,Medium Value
CUST006015,30596.49,Medium Value
CUST006016,46646.71,High Value
CUST006017,8013.73,Low Value
CUST006018,28737.49,Medium Value
CUST006019,20809.46,Medium Value
CUST006020,34713.33,Medium Value
CUST006021,11591.53,Low Value
CUST006022,20202.96,Medium Value
CUST006023,12053.63,Low Value
CUST006024,1207.8,Low Value
CUST006025,3923.29,Low Value
CUST006026,13154.37,Low Value
CUST006027,31700.25,Medium Value
CUST006028,11934.01,Low Value
CUST006029,40191.05,High Value
CUST006030,26892.89,Medium Value
CUST006031,32882.99,Medium Value
CUST006032,19832.0,Low Value
CUST006033,28063.0,Medium Value
CUST006034,23851.0,Medium Value
CUST006035,427.4,Low Value
CUST006036,21593.17,Medium Value
CUST006037,20079.2,Low Value
CUST006038,2346.27,Low Value
CUST006039,41317.26,High Value
CUST006040,3048.15,Low Value
CUST006041,44918.21,High Value
CUST006042,45460.3,High Value
CUST006043,45615.69,High Value
CUST006044,287.46,Low Value
CUST006045,31337.47,Medium Value
CUST006046,38018.66,Medium Value
CUST006047,36962.78,Medium Value
CUST006048,44849.37,High Value
CUST006049,28541.28,Medium Value
CUST006050,29085.02,Medium Value
CUST006051,25432.59,Medium Value
CUST006052,6779.11,Low Value
CUST006053,27281.0,Medium Value
CUST006054,25735.64,Medium Value
CUST006055,11081.22,Low Value
CUST006056,30577.52,Medium Value
CUST006057,27644.12,Medium Value
CUST006058,13152.24,Low Value
CUST006059,35153.82,Medium Value
CUST006060,4658.39,Low Value
CUST006061,18184.08,Low Value
CUST006062,12931.7,Low Value
CUST006063,31016.47,Medium Value
CUST006064,23243.56,Medium Value
CUST006065,26253.28,Medium Value
CUST006066,2153.79,Low Value
CUST006067,13970.88,Low Value
CUST006068,31796.51,Medium Value
CUST006069,30544.49,Medium Value
CUST006070,43667.69,High Value
CUST006071,35248.8,Medium Value
CUST006072,31543.98,Medium Value
CUST006073,41156.68,High Value
CUST006074,37959.75,Medium Value
CUST006075,46659.48,High Value
CUST006076,26384.15,Medium Value
CUST006077,38600.92,Medium Value
CUST006078,12369.04,Low Value
CUST006079,27428.31,Medium Value
CUST006080,42030.3,High Value
CUST006081,44721.82,High Value
CUST006082,48545.53,High Value
CUST006083,27979.02,Medium Value
CUST006084,23843.56,Medium Value
CUST006085,41446.96,High Value
CUST006086,17512.67,Low Value
CUST006087,33614.95,Medium Value
CUST006088,45487.09,High Value
CUST006089,27685.25,Medium Value
CUST006090,33413.54,Medium Value
CUST006091,15133.16,Low Value
CUST006092,12496.39,Low Value
CUST006093,14109.41,Low Value
CUST006094,40473.78,High Value
CUST006095,6847.55,Low Value
CUST006096,9295.24,Low Value
CUST006097,22646.45,Medium Value
CUST006098,11878.88,Low Value
CUST006099,16720.42,Low Value
CUST006100,38943.28,Medium Value
CUST006101,46473.75,High Value
CUST006102,41124.11,High Value
CUST006103,11409.98,Low Value
CUST006104,4697.5,Low Value
CUST006105,46048.16,High Value
CUST006106,10187.76,Low Value
CUST006107,735.0,Low Value
CUST006108,35838.31,Medium Value
CUST006109,42399.82,High Value
CUST006110,24628.27,Medium Value
CUST006111,14163.37,Low Value
CUST006112,41278.46,High Value
CUST006113,42834.01,High Value
CUST006114,28391.16,Medium Value
CUST006115,19433.99,Low Value
CUST006116,43636.14,High Value
CUST006117,36405.89,Medium Value
CUST006118,18942.39,Low Value
CUST006119,1805.41,Low Value
CUST006120,20542.55,Medium Value
CUST006121,15793.93,Low Value
CUST006122,16290.78,Low Value
CUST006123,13789.08,Low Value
CUST006124,17872.12,Low Value
CUST006125,9290.12,Low Value
CUST006126,1271.07,Low Value
CUST006127,45201.56,High Value
CUST006128,31800.94,Medium Value
CUST006129,49529.71,High Value
CUST006130,32262.73,Medium Value
CUST006131,22384.75,Medium Value
CUST006132,29021.07,Medium Value
CUST006133,36176.77,Medium Value
CUST006134,12503.68,Low Value
CUST006135,10624.46,Low Value
CUST006136,28838.94,Medium Value
CUST006137,49192.81,High Value
CUST006138,1312.32,Low Value
CUST006139,48197.23,High Value
CUST006140,22358.24,Medium Value
CUST006141,16572.93,Low Value
CUST006142,42955.27,High Value
CUST006143,35823.59,Medium Value
CUST006144,16181.83,Low Value
CUST006145,19716.98,Low Value
CUST006146,12493.66,Low Value
CUST006147,43008.89,High Value
CUST006148,41706.02,High Value
CUST006149,30046.39,Medium Value
CUST006150,43046.04,High Value
CUST006151,2453.16,Low Value
CUST006152,20271.32,Medium Value
CUST006153,21933.44,Medium Value
CUST006154,23466.19,Medium Value
CUST006155,1684.76,Low Value
CUST006156,39240.34,Medium Value
CUST006157,48416.5,High Value
CUST006158,36555.15,Medium Value
CUST006159,47329.68,High Value
CUST006160,22853.68,Medium Value
CUST006161,9496.83,Low Value
CUST006162,30012.92,Medium Value
CUST006163,16442.66,Low Value
CUST006164,41680.7,High Value
CUST006165,41011.91,High Value
CUST006166,38547.75,Medium Value
CUST006167,29870.29,Medium Value
CUST006168,46470.71,High Value
CUST006169,29136.3,Medium Value
CUST006170,14520.51,Low Value
CUST006171,13039.9,Low Value
CUST006172,25912.98,Medium Value
CUST006173,24965.92,Medium Value
CUST006174,13123.24,Low Value
CUST006175,1145.68,Low Value
CUST006176,49148.67,High Value
CUST006177,3079.85,Low Value
CUST006178,45867.86,High Value
CUST006179,9358.6,Low Value
CUST006180,13353.44,Low Value
CUST006181,1447.45,Low Value
CUST006182,5064.83,Low Value
CUST006183,49270.85,High Value
CUST006184,35833.17,Medium Value
CUST006185,21249.6,Medium Value
CUST006186,43833.26,High Value
CUST006187,45458.58,High Value
CUST006188,15837.64,Low Value
CUST006189,20373.38,Medium Value
CUST006190,48671.81,High Value
CUST006191,44783.49,High Value
CUST006192,31984.67,Medium Value
CUST006193,40123.92,High Value
CUST006194,26813.5,Medium Value
CUST006195,30403.0,Medium Value
CUST006196,15670.66,Low Value
CUST006197,23230.5,Medium Value
CUST006198,408.9,Low Value
CUST006199,30860.36,Medium Value
CUST006200,48877.79,High Value
CUST006201,12527.57,Low Value
CUST006202,11632.37,Low Value
CUST006203,36537.1,Medium Value
CUST006204,3163.95,Low Value
CUST006205,36601.4,Medium Value
CUST006206,11279.92,Low Value
CUST006207,18446.84,Low Value
CUST006208,7907.85,Low Value
CUST006209,1514.68,Low Value
CUST006210,12412.84,Low Value
CUST006211,49407.03,High Value
CUST006212,42998.87,High Value
CUST006213,42620.25,High Value
CUST006214,49447.87,High Value
CUST006215,46919.9,High Value
CUST006216,47086.13,High Value
CUST006217,47925.65,High Value
CUST006218,49193.94,High Value
CUST006219,35798.91,Medium Value
CUST006220,6547.44,Low Value
CUST006221,33774.44,Medium Value
CUST006222,20353.17,Medium Value
CUST006223,6585.24,Low Value
CUST006224,570.84,Low Value
CUST006225,46228.84,High Value
CUST006226,36892.19,Medium Value
CUST006227,42540.37,High Value
CUST006228,15092.28,Low Value
CUST006229,19043.02,Low Value
CUST006230,37486.88,Medium Value
CUST006231,46788.27,High Value
CUST006232,2152.19,Low Value
CUST006233,21563.78,Medium Value
CUST006234,41078.36,High Value
CUST006235,11633.54,Low Value
CUST006236,357.38,Low Value
CUST006237,43046.01,High Value
CUST006238,10222.06,Low Value
CUST006239,29667.81,Medium Value
CUST006240,47265.85,High Value
CUST006241,34948.6,Medium Value
CUST006242,4251.71,Low Value
CUST006243,22252.45,Medium Value
CUST006244,43535.52,High Value
CUST006245,15222.79,Low Value
CUST006246,28257.15,Medium Value
CUST006247,46438.87,High Value
CUST006248,26058.63,Medium Value
CUST006249,14433.19,Low Value
CUST006250,28684.38,Medium Value
CUST006251,8319.74,Low Value
CUST006252,16926.65,Low Value
CUST006253,5231.09,Low Value
CUST006254,1529.44,Low Value
CUST006255,15883.03,Low Value
CUST006256,36042.61,Medium Value
CUST006257,5834.43,Low Value
CUST006258,18224.21,Low Value
CUST006259,27429.15,Medium Value
CUST006260,3829.95,Low Value
CUST006261,23269.04,Medium Value
CUST006262,46175.22,High Value
CUST006263,24596.96,Medium Value
CUST006264,5813.42,Low Value
CUST006265,17256.01,Low Value
CUST006266,49198.41,High Value
CUST006267,4676.07,Low Value
CUST006268,39071.99,Medium Value
CUST006269,12785.35,Low Value
CUST006270,18244.22,Low Value
CUST006271,3827.74,Low Value
CUST006272,13013.66,Low Value
CUST006273,31443.87,Medium Value
CUST006274,41633.19,High Value
CUST006275,38829.23,Medium Value
CUST006276,44120.74,High Value
CUST006277,41662.71,High Value
CUST006278,22436.85,Medium Value
CUST006279,19133.93,Low Value
CUST006280,36824.84,Medium Value
CUST006281,9516.73,Low Value
CUST006282,11423.84,Low Value
CUST006283,11681.46,Low Value
CUST006284,3574.45,Low Value
CUST006285,30296.6,Medium Value
CUST006286,20308.83,Medium Value
CUST006287,46681.75,High Value
CUST006288,21482.76,Medium Value
CUST006289,11653.95,Low Value
CUST006290,5594.72,Low Value
CUST006291,4882.28,Low Value
CUST006292,4764.12,Low Value
CUST006293,40985.89,High Value
CUST006294,8150.96,Low Value
CUST006295,29079.72,Medium Value
CUST006296,47624.01,High Value
CUST006297,37648.06,Medium Value
CUST006298,10502.65,Low Value
CUST006299,10941.01,Low Value
CUST006300,40869.47,High Value
CUST006301,17716.13,Low Value
CUST006302,41746.67,High Value
CUST006303,38977.84,Medium Value
CUST006304,46305.65,High Value
CUST006305,11365.6,Low Value
CUST006306,27434.86,Medium Value
CUST006307,48713.15,High Value
CUST006308,49459.09,High Value
CUST006309,47885.87,High Value
CUST006310,19846.4,Low Value
CUST006311,7111.51,Low Value
CUST006312,45697.57,High Value
CUST006313,21575.81,Medium Value
CUST006314,43979.86,High Value
CUST006315,22771.36,Medium Value
CUST006316,10621.07,Low Value
CUST006317,42901.61,High Value
CUST006318,20113.26,Low Value
CUST006319,34767.02,Medium Value
CUST006320,12577.32,Low Value
CUST006321,33132.89,Medium Value
CUST006322,49839.56,High Value
CUST006323,24215.97,Medium Value
CUST006324,36044.53,Medium Value
CUST006325,12845.79,Low Value
CUST006326,29781.86,Medium Value
CUST006327,12809.9,Low Value
CUST006328,34850.52,Medium Value
CUST006329,48158.76,High Value
CUST006330,13445.12,Low Value
CUST006331,47337.74,High Value
CUST006332,19838.73,Low Value
CUST006333,23456.26,Medium Value
CUST006334,44661.61,High Value
CUST006335,22710.06,Medium Value
CUST006336,17962.02,Low Value
CUST006337,12634.72,Low Value
CUST006338,7273.8,Low Value
CUST006339,40666.81,High Value
CUST006340,6512.91,Low Value
CUST006341,15394.99,Low Value
CUST006342,12700.06,Low Value
CUST006343,257.23,Low Value
CUST006344,39419.34,Medium Value
CUST006345,44089.83,High Value
CUST006346,33916.53,Medium Value
CUST006347,1449.03,Low Value
CUST006348,34209.77,Medium Value
CUST006349,12854.92,Low Value
CUST006350,24357.87,Medium Value
CUST006351,1461.68,Low Value
CUST006352,43384.23,High Value
CUST006353,21903.59,Medium Value
CUST006354,4950.87,Low Value
CUST006355,34516.76,Medium Value
CUST006356,16763.1,Low Value
CUST006357,18615.96,Low Value
CUST006358,22035.39,Medium Value
CUST006359,5857.74,Low Value
CUST006360,39094.26,Medium Value
CUST006361,11727.98,Low Value
CUST006362,27420.74,Medium Value
CUST006363,7045.24,Low Value
CUST006364,12064.78,Low Value
CUST006365,32928.34,Medium Value
CUST006366,7454.32,Low Value
CUST006367,12032.84,Low Value
CUST006368,21817.35,Medium Value
CUST006369,37437.64,Medium Value
CUST006370,20932.11,Medium Value
CUST006371,6656.49,Low Value
CUST006372,30477.74,Medium Value
CUST006373,9831.17,Low Value
CUST006374,37335.39,Medium Value
CUST006375,49347.83,High Value
CUST006376,31063.05,Medium Value
CUST006377,30518.67,Medium Value
CUST006378,48451.84,High Value
CUST006379,38029.45,Medium Value
CUST006380,41293.89,High Value
CUST006381,43444.17,High Value
CUST006382,35223.01,Medium Value
CUST006383,42727.33,High Value
CUST006384,12756.63,Low Value
CUST006385,44562.21,High Value
CUST006386,42405.53,High Value
CUST006387,4859.72,Low Value
CUST006388,40580.16,High Value
CUST006389,13774.22,Low Value
CUST006390,39381.85,Medium Value
CUST006391,15566.83,Low Value
CUST006392,598.05,Low Value
CUST006393,47683.75,High Value
CUST006394,13591.47,Low Value
CUST006395,41062.75,High Value
CUST006396,10813.42,Low Value
CUST006397,26865.25,Medium Value
CUST006398,9194.64,Low Value
CUST006399,10364.21,Low Value
CUST006400,7010.79,Low Value
CUST006401,6397.35,Low Value
CUST006402,45782.22,High Value
CUST006403,18094.36,Low Value
CUST006404,21131.16,Medium Value
CUST006405,23933.16,Medium Value
CUST006406,22548.62,Medium Value
CUST006407,48518.47,High Value
CUST006408,6356.75,Low Value
CUST006409,19769.82,Low Value
CUST006410,24834.73,Medium Value
CUST006411,4770.06,Low Value
CUST006412,414.39,Low Value
CUST006413,28227.72,Medium Value
CUST006414,37969.55,Medium Value
CUST006415,40651.53,High Value
CUST006416,38339.88,Medium Value
CUST006417,39263.09,Medium Value
CUST006418,48186.96,High Value
CUST006419,45251.68,High Value
CUST006420,36792.26,Medium Value
CUST006421,36071.82,Medium Value
CUST006422,7362.41,Low Value
CUST006423,7364.9,Low Value
CUST006424,22436.69,Medium Value
CUST006425,41020.81,High Value
CUST006426,40545.4,High Value
CUST006427,25618.1,Medium Value
CUST006428,1107.55,Low Value
CUST006429,23074.61,Medium Value
CUST006430,38874.28,Medium Value
CUST006431,39267.26,Medium Value
CUST006432,21127.33,Medium Value
CUST006433,16292.98,Low Value
CUST006434,46200.75,High Value
CUST006435,11703.37,Low Value
CUST006436,18756.03,Low Value
CUST006437,38326.3,Medium Value
CUST006438,44648.42,High Value
CUST006439,41776.97,High Value
CUST006440,45983.6,High Value
CUST006441,4863.38,Low Value
CUST006442,45260.11,High Value
CUST006443,35336.79,Medium Value
CUST006444,42470.21,High Value
CUST006445,615.55,Low Value
CUST006446,23832.64,Medium Value
CUST006447,35450.2,Medium Value
CUST006448,3115.51,Low Value
CUST006449,1025.58,Low Value
CUST006450,46485.93,High Value
CUST006451,29073.31,Medium Value
CUST006452,11501.59,Low Value
CUST006453,21068.34,Medium Value
CUST006454,10665.67,Low Value
CUST006455,36909.55,Medium Value
CUST006456,40797.91,High Value
CUST006457,35884.22,Medium Value
CUST006458,8640.83,Low Value
CUST006459,21900.16,Medium Value
CUST006460,49722.57,High Value
CUST006461,29143.16,Medium Value
CUST006462,17326.59,Low Value
CUST006463,33901.25,Medium Value
CUST006464,10384.96,Low Value
CUST006465,36888.69,Medium Value
CUST006466,8310.16,Low Value
CUST006467,39224.21,Medium Value
CUST006468,32925.98,Medium Value
CUST006469,27942.68,Medium Value
CUST006470,19082.94,Low Value
CUST006471,29388.76,Medium Value
CUST006472,41671.7,High Value
CUST006473,9486.26,Low Value
CUST006474,805.4,Low Value
CUST006475,1426.69,Low Value
CUST006476,19273.14,Low Value
CUST006477,41960.42,High Value
CUST006478,18694.72,Low Value
CUST006479,29126.1,Medium Value
CUST006480,20836.8,Medium Value
CUST006481,35486.37,Medium Value
CUST006482,38554.77,Medium Value
CUST006483,6744.86,Low Value
CUST006484,20034.59,Low Value
CUST006485,4643.69,Low Value
CUST006486,35680.73,Medium Value
CUST006487,4179.37,Low Value
CUST006488,17469.06,Low Value
CUST006489,25349.34,Medium Value
CUST006490,39962.12,Medium Value
CUST006491,1133.71,Low Value
CUST006492,12977.19,Low Value
CUST006493,16337.46,Low Value
CUST006494,24411.11,Medium Value
CUST006495,36315.91,Medium Value
CUST006496,21208.53,Medium Value
CUST006497,18262.75,Low Value
CUST006498,46898.27,High Value
CUST006499,18910.79,Low Value
CUST006500,967.95,Low Value
CUST006501,2358.82,Low Value
CUST006502,37002.44,Medium Value
CUST006503,19583.1,Low Value
CUST006504,8632.93,Low Value
CUST006505,41648.47,High Value
CUST006506,31604.01,Medium Value
CUST006507,16045.71,Low Value
CUST006508,49396.98,High Value
CUST006509,38018.55,Medium Value
CUST006510,26208.4,Medium Value
CUST006511,4182.45,Low Value
CUST006512,44485.65,High Value
CUST006513,15550.68,Low Value
CUST006514,28646.78,Medium Value
CUST006515,25366.42,Medium Value
CUST006516,6243.02,Low Value
CUST006517,47491.7,High Value
CUST006518,40345.9,High Value
CUST006519,28942.95,Medium Value
CUST006520,21257.29,Medium Value
CUST006521,38866.37,Medium Value
CUST006522,21300.39,Medium Value
CUST006523,42546.05,High Value
CUST006524,6465.16,Low Value
CUST006525,10818.52,Low Value
CUST006526,43282.07,High Value
CUST006527,15830.14,Low Value
CUST006528,6492.56,Low Value
CUST006529,12470.97,Low Value
CUST006530,14027.16,Low Value
CUST006531,41461.84,High Value
CUST006532,25880.01,Medium Value
CUST006533,3341.81,Low Value
CUST006534,30449.99,Medium Value
CUST006535,18282.28,Low Value
CUST006536,24897.75,Medium Value
CUST006537,43858.6,High Value
CUST006538,15733.42,Low Value
CUST006539,38472.65,Medium Value
CUST006540,34270.28,Medium Value
CUST006541,5758.86,Low Value
CUST006542,41626.36,High Value
CUST006543,26423.85,Medium Value
CUST006544,19325.42,Low Value
CUST006545,28805.84,Medium Value
CUST006546,7802.78,Low Value
CUST006547,29610.16,Medium Value
CUST006548,22852.61,Medium Value
CUST006549,33904.61,Medium Value
CUST006550,21137.56,Medium Value
CUST006551,10835.87,Low Value
CUST006552,9469.06,Low Value
CUST006553,5033.36,Low Value
CUST006554,32708.47,Medium Value
CUST006555,39623.02,Medium Value
CUST006556,42676.29,High Value
CUST006557,46408.24,High Value
CUST006558,8708.59,Low Value
CUST006559,7198.79,Low Value
CUST006560,8286.67,Low Value
CUST006561,23417.21,Medium Value
CUST006562,47896.37,High Value
CUST006563,38574.08,Medium Value
CUST006564,37885.37,Medium Value
CUST006565,20769.55,Medium Value
CUST006566,19706.28,Low Value
CUST006567,17405.31,Low Value
CUST006568,5809.22,Low Value
CUST006569,45546.81,High Value
CUST006570,28350.92,Medium Value
CUST006571,3371.88,Low Value
CUST006572,28007.15,Medium Value
CUST006573,28983.51,Medium Value
CUST006574,36162.51,Medium Value
CUST006575,13241.1,Low Value
CUST006576,36058.02,Medium Value
CUST006577,47999.9,High Value
CUST006578,15064.99,Low Value
CUST006579,39085.79,Medium Value
CUST006580,32472.54,Medium Value
CUST006581,12126.97,Low Value
CUST006582,40939.41,High Value
CUST006583,14645.17,Low Value
CUST006584,13430.8,Low Value
CUST006585,29002.81,Medium Value
CUST006586,1004.86,Low Value
CUST006587,46696.65,High Value
CUST006588,39621.37,Medium Value
CUST006589,21761.24,Medium Value
CUST006590,20429.0,Medium Value
CUST006591,2001.75,Low Value
CUST006592,1756.63,Low Value
CUST006593,4522.03,Low Value
CUST006594,41658.14,High Value
CUST006595,22071.46,Medium Value
CUST006596,6125.25,Low Value
CUST006597,49154.07,High Value
CUST006598,34493.17,Medium Value
CUST006599,34889.49,Medium Value
CUST006600,38227.07,Medium Value
CUST006601,41588.07,High Value
CUST006602,40078.11,High Value
CUST006603,34497.83,Medium Value
CUST006604,21509.04,Medium Value
CUST006605,2332.21,Low Value
CUST006606,18923.45,Low Value
CUST006607,20170.62,Low Value
CUST006608,2206.65,Low Value
CUST006609,39025.59,Medium Value
CUST006610,19990.35,Low Value
CUST006611,34881.25,Medium Value
CUST006612,29501.56,Medium Value
CUST006613,29054.38,Medium Value
CUST006614,42448.73,High Value
CUST006615,32204.37,Medium Value
CUST006616,42388.04,High Value
CUST006617,37707.34,Medium Value
CUST006618,22289.24,Medium Value
CUST006619,21005.56,Medium Value
CUST006620,18348.08,Low Value
CUST006621,48557.63,High Value
CUST006622,32534.79,Medium Value
CUST006623,36634.86,Medium Value
CUST006624,12314.67,Low Value
CUST006625,1675.07,Low Value
CUST006626,25564.83,Medium Value
CUST006627,35982.98,Medium Value
CUST006628,35590.15,Medium Value
CUST006629,49545.47,High Value
CUST006630,45549.78,High Value
CUST006631,15374.29,Low Value
CUST006632,34655.52,Medium Value
CUST006633,47165.34,High Value
CUST006634,43978.89,High Value
CUST006635,30947.98,Medium Value
CUST006636,11265.2,Low Value
CUST006637,27732.24,Medium Value
CUST006638,29161.66,Medium Value
CUST006639,43840.84,High Value
CUST006640,16151.96,Low Value
CUST006641,8349.77,Low Value
CUST006642,8412.11,Low Value
CUST006643,37646.17,Medium Value
CUST006644,19112.74,Low Value
CUST006645,15415.36,Low Value
CUST006646,26387.51,Medium Value
CUST006647,18128.55,Low Value
CUST006648,30755.83,Medium Value
CUST006649,12226.97,Low Value
CUST006650,3671.26,Low Value
CUST006651,22155.91,Medium Value
CUST006652,40022.76,Medium Value
CUST006653,21532.22,Medium Value
CUST006654,752.25,Low Value
CUST006655,17770.86,Low Value
CUST006656,12187.56,Low Value
CUST006657,15577.93,Low Value
CUST006658,4252.73,Low Value
CUST006659,2974.62,Low Value
CUST006660,21092.96,Medium Value
CUST006661,42934.35,High Value
CUST006662,8049.39,Low Value
CUST006663,4667.7,Low Value
CUST006664,32960.02,Medium Value
CUST006665,37430.89,Medium Value
CUST006666,36297.36,Medium Value
CUST006667,9739.64,Low Value
CUST006668,10950.0,Low Value
CUST006669,20387.17,Medium Value
CUST006670,8876.09,Low Value
CUST006671,23098.43,Medium Value
CUST006672,17880.98,Low Value
CUST006673,4308.47,Low Value
CUST006674,45323.03,High Value
CUST006675,2206.11,Low Value
CUST006676,16130.47,Low Value
CUST006677,24487.23,Medium Value
CUST006678,19533.84,Low Value
CUST006679,13071.85,Low Value
CUST006680,39861.31,Medium Value
CUST006681,34336.8,Medium Value
CUST006682,7644.6,Low Value
CUST006683,30308.34,Medium Value
CUST006684,38223.94,Medium Value
CUST006685,23054.05,Medium Value
CUST006686,4005.42,Low Value
CUST006687,12981.7,Low Value
CUST006688,22262.73,Medium Value
CUST006689,4749.36,Low Value
CUST006690,11290.82,Low Value
CUST006691,46742.41,High Value
CUST006692,27676.01,Medium Value
CUST006693,20008.58,Low Value
CUST006694,9195.79,Low Value
CUST006695,12602.01,Low Value
CUST006696,31952.39,Medium Value
CUST006697,27486.45,Medium Value
CUST006698,30250.23,Medium Value
CUST006699,646.81,Low Value
CUST006700,38256.4,Medium Value
CUST006701,30109.01,Medium Value
CUST006702,40347.1,High Value
CUST006703,32056.2,Medium Value
CUST006704,26885.41,Medium Value
CUST006705,26027.48,Medium Value
CUST006706,31312.38,Medium Value
CUST006707,16430.53,Low Value
CUST006708,43509.45,High Value
CUST006709,7516.9,Low Value
CUST006710,32462.07,Medium Value
CUST006711,10379.37,Low Value
CUST006712,11395.23,Low Value
CUST006713,25219.06,Medium Value
CUST006714,27067.67,Medium Value
CUST006715,16546.53,Low Value
CUST006716,19716.51,Low Value
CUST006717,41471.21,High Value
CUST006718,19921.62,Low Value
CUST006719,24704.36,Medium Value
CUST006720,7282.58,Low Value
CUST006721,42890.62,High Value
CUST006722,45884.63,High Value
CUST006723,3354.04,Low Value
CUST006724,10879.16,Low Value
CUST006725,16368.83,Low Value
CUST006726,43427.93,High Value
CUST006727,968.68,Low Value
CUST006728,43207.26,High Value
CUST006729,30825.95,Medium Value
CUST006730,37882.92,Medium Value
CUST006731,36570.48,Medium Value
CUST006732,16014.02,Low Value
